id,match_id,player_color,player_name,opponent_name,result,status,player_rating,opponent_rating,rating_difference,variant,speed,perf,clock_time_control,clock_increment,time_control_with_increment,source,division_middle,opening_eval,division_end,middlegame_eval,created_at,last_move_at,time_spent_playing,opening_eco,opening_name,normalized_opening_name,opening_ply,player_rating_diff,player_final_clock,player_avg_time_per_move,player_inaccuracy,player_mistake,player_blunder,player_accuracy,opponent_rating_diff,opponent_final_clock,opponent_avg_time_per_move,opponent_inaccuracy,opponent_mistake,opponent_blunder,opponent_accuracy,half_moves,full_moves,moves,clocks
13006,xthQ2CkL,black,Drac25,artyz90,win,outoftime,1012,1000,12,standard,blitz,blitz,300,0,5+0,lichess.org,24.0,3.54,,,23/07/25 20:54,2025-07-24 00:04:37.426+00,584.444,C44,King's Knight Opening: Normal Variation,King's Knight Opening,4,5,3366,11.1,,,,,-15,0,12.0,,,,,50,25,e4 e5 Nf3 Nc6 d3 Bc5 d4 Bxd4 Be3 Bxe3 fxe3 d6 Nc3 Bg4 h3 Bh5 g4 Bg6 Nh4 Nf6 Bc4 Bxe4 O-O g5 Nf5 d5 Bb3 d4 Nb5 a6 Nh6 axb5 Bxf7+ Kf8 c3 Kg7 cxd4 exd4 Rc1 Kxh6 Rc5 Qe7 Qb3 Qxc5 Rxf6+ Kg7 Qe6 Qc1+ Kf2 Qd2+,"{30003,30003,29811,29931,29627,29723,29147,28491,28387,27235,28267,26875,27843,26451,26771,26267,26555,26131,25667,25571,24635,24403,23139,21899,22635,21155,22171,20683,21419,20379,19315,13563,19147,12963,16659,10419,14203,9347,8755,8339,6947,6707,3755,5203,1515,4027,400,3771,42,3366,0}"
13007,Nrq92Ejs,black,Drac25,FanTut,loss,outoftime,1017,1028,-11,standard,blitz,blitz,300,0,5+0,lichess.org,19.0,-0.7,55.0,,23/07/25 15:19,2025-07-23 18:29:53.154+00,597.896,C50,Italian Game: Anti-Fried Liver Defense,Italian Game,6,-5,0,5.09,,,,,5,2977,4.58,,,,,119,60,e4 e5 Nf3 Nc6 Bc4 h6 d3 Bc5 Kf1 d6 g3 Nf6 h3 Nd4 Be3 Nxf3 Qxf3 Bxe3 Qxe3 d5 Bb3 d4 Qf3 Qd6 Nd2 Be6 Kg2 Bxb3 Nxb3 b6 Nd2 b5 a3 a5 c3 O-O c4 bxc4 Nxc4 Qc5 Rhc1 Qe7 Qe2 a4 Nd2 Rac8 Nf3 Nh7 Qd2 f6 Qa5 Ng5 Qxa4 Nxf3 Kxf3 Qe6 Qc4 Qxc4 Rxc4 c5 Kg2 g5 b4 cxb4 axb4 Rxc4 dxc4 d3 Rd1 Rd8 Kf3 Rd4 Ke3 Rxc4 b5 Rb4 Rxd3 Rxb5 Rd6 Kf7 Rd5 Rb3+ Rd3 Rxd3+ Kxd3 Kg6 f3 f5 Kc4 fxe4 fxe4 Kf6 Kd5 h5 g4 hxg4 hxg4 Ke7 Kxe5 Kf7 Kf5 Ke7 Kxg5 Kd6 Kf5 Ke7 e5 Kf7 g5 Ke7 g6 Kf8 Kf6 Kg8 e6 Kf8 e7+ Ke8 g7,"{30003,30003,29931,29939,29819,29811,29667,29707,29667,28595,29595,27307,29163,27203,27771,26555,27563,26395,27411,26091,26859,25779,26099,24347,25835,23971,24259,22227,24051,22043,23635,21259,23131,21091,21259,20715,20771,20171,20075,17915,19627,16403,18579,16091,16027,15395,15907,14203,15795,13763,15299,13003,14571,12003,14371,11835,13851,9891,13763,9475,12787,9203,12579,8947,12307,8707,12107,8627,11947,8483,11611,8251,10507,7939,9747,7331,9259,7187,8627,6627,8019,6435,7867,5723,7699,4979,7611,4795,6331,4235,5987,3907,5851,3667,5523,3491,5395,2627,5307,2451,5243,2411,5179,2411,5099,2299,4955,2179,4883,2027,4691,1811,4611,1611,4395,1443,3659,826,2977,0}"
13008,1GAX9ZIF,white,Drac25,ian275,draw,draw,1017,1026,-9,standard,blitz,blitz,300,0,5+0,lichess.org,19.0,-0.57,,,23/07/25 15:09,2025-07-23 18:19:36.017+00,600.576,C00,French Defense: Knight Variation,French Defense,3,0,1937,7.8,,,,,-2,333,8.24,,,,,73,37,e4 e6 Nf3 d5 e5 Nc6 d4 f6 exf6 gxf6 Bb5 a6 Bxc6+ bxc6 Nc3 c5 Bf4 cxd4 Qxd4 e5 Qxd5 Qxd5 Nxd5 exf4 Nxc7+ Kd7 Nxa8 Bb7 Nb6+ Kc6 Nc4 Bc5 O-O Ne7 Na5+ Kb6 Nc4+ Kb5 b3 Rg8 a4+ Kb4 g3 Bxf3 Nd2 Bc6 Rfc1 fxg3 hxg3 Ka5 c3 Kb6 Nc4+ Kc7 Na5 Ba8 Re1 Rxg3+ Kh2 Rg2+ Kh3 Nf5 b4 Bxf2 Rf1 Rg3+ Kh2 Rg2+ Kh3 Rg3+ Kh2 Rg2+ Kh3,"{30003,30003,29411,29547,29059,29147,28699,28123,27715,27283,27411,26635,27243,26371,26299,26235,25283,25611,24435,24379,22955,23379,22883,23187,22715,22251,22563,21531,21931,20723,20891,20051,19747,19307,19131,18979,18675,18691,18195,18363,16139,18027,15235,17443,12595,12459,11363,10923,10651,7291,9707,6763,9227,6291,9067,4051,7331,2747,6099,2107,5715,1899,4787,1403,3091,1235,2811,651,2531,482,2323,333,1937,333}"
13009,kYTAMQ20,white,Drac25,kevinzapata,win,resign,1013,888,125,standard,blitz,blitz,300,0,5+0,lichess.org,18.0,0.17,49.0,,23/07/25 15:03,2025-07-23 18:09:22.784+00,328.902,C00,French Defense,French Defense,2,4,11258,6.94,,,,,-4,17534,4.62,,,,,55,28,e4 e6 Qh5 g6 Qf3 d5 exd5 Qxd5 Qxd5 exd5 Nf3 Nc6 Bb5 Bd7 Nc3 Nb4 Bxd7+ Kxd7 Nd4 Bc5 a3 Bxd4 axb4 Nf6 O-O Rae8 Nb5 Bb6 c3 a6 Nd4 c5 bxc5 Bxc5 Nb3 Bb6 d4 Bc7 Bg5 Ng4 Nc5+ Kc6 g3 b6 Nxa6 f6 Be3 Nxe3 fxe3 Rxe3 Nb4+ Kb5 Nxd5 Kc6 Nxe3,"{30003,30003,29947,29835,29843,29451,29691,29235,29547,29147,28859,29051,28715,28891,27867,28315,27515,28227,27043,27851,26307,27451,26011,27051,25259,25451,24611,24979,22987,24835,22595,24507,22011,24411,21467,24195,20699,23283,20275,22963,17907,22555,17115,21779,16707,20179,14363,18739,14171,18651,12467,18227,11443,17667,11258,17534}"
13010,MY4upzz1,black,Drac25,Harrizontall,win,resign,1008,995,13,standard,blitz,blitz,300,0,5+0,lichess.org,16.0,-1.53,32.0,,23/07/25 14:57,2025-07-23 18:03:07.426+00,354.688,A04,Zukertort Opening: Black Mustang Defense,Zukertort Opening,2,5,13670,5.27,,,,,-17,13512,5.32,,,,,63,32,Nf3 Nc6 c4 d5 cxd5 Qxd5 Nc3 Qd8 d4 Bg4 d5 Bxf3 dxc6 Bxc6 Qxd8+ Rxd8 e4 e6 Bf4 Bb4 Bc4 Bxc3+ bxc3 Rd7 O-O Nf6 f3 O-O Rfd1 Nh5 Rxd7 Bxd7 Bxc7 Rc8 g4 Rxc7 gxh5 Rxc4 Rc1 h6 Rd1 Bc6 Rd8+ Kh7 Rc8 Rxc3 Kg2 Rc2+ Kg3 Rxa2 Kf4 Ra5 h4 e5+ Kf5 f6 Rc7 Ra3 Ke6 Rxf3 Kd6 Rf4 Ke7,"{30003,30003,29699,29747,29371,29643,29355,29275,28859,29035,25499,28403,24515,27323,23595,27187,23083,26619,22307,26347,21811,24763,21651,23787,21355,23635,20699,23163,20403,22035,18275,21475,18043,21195,16923,20875,16675,20723,16595,20067,16235,19587,15963,19123,15707,18643,15539,18475,15395,18427,15251,17131,15091,16995,14827,15691,14627,15035,13859,14579,13771,14003,13512,13670}"
13011,Qmp0i2Pd,black,Drac25,Jupiter381,win,resign,1002,1028,-26,standard,blitz,blitz,300,0,5+0,lichess.org,17.0,-5.16,,,23/07/25 14:54,2025-07-23 17:56:17.437+00,130.059,D06,Queen's Gambit Declined: Marshall Defense,Queen's Gambit Declined,4,6,22614,9.24,,,,,-6,24343,6.29,,,,,18,9,d4 d5 c4 Nf6 Nf3 Bg4 e3 Ne4 cxd5 Qxd5 Be2 f5 O-O e6 a3 Nc6 Bb5 Qxb5,"{30003,30003,29835,29723,29675,29035,29411,28443,28147,28243,27083,24507,26219,23363,25667,23203,25203,22614,24343}"
13037,sGtJ72jZ,black,Drac25,typewriter_115,win,resign,985,915,70,standard,blitz,blitz,300,0,5+0,lichess.org,19.0,-1.79,,,21/07/25 02:50,2025-07-21 05:54:10.311+00,237.544,D01,Rapport-Jobava System,Rapport-Jobava System,5,5,18509,8.21,,,,,-5,18667,7.56,,,,,30,15,d4 d5 Nc3 Nf6 Bf4 a6 e4 dxe4 d5 Bf5 f3 exf3 Nxf3 Bg4 Be2 c6 dxc6 Nxc6 Ne5 Bxe2 Qxe2 Nxe5 Bxe5 Qb6 Nd5 Nxd5 Qc4 e6 Bc7 Nxc7,"{30003,30003,29123,29875,28803,29691,28499,29259,27579,26027,24475,25379,24291,25163,23627,23643,23451,23443,23131,23147,22963,23011,22811,20211,22323,19563,19483,19227,19051,18509,18667}"
13012,yvfyY4lv,white,Drac25,YG99,win,mate,996,1019,-23,standard,blitz,blitz,300,0,5+0,lichess.org,21.0,0.88,41.0,,23/07/25 14:44,2025-07-23 17:53:56.994+00,579.997,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,6,1427,4.54,,,,,-6,5145,4.01,,,,,127,64,e4 e5 Qh5 Qf6 Bc4 g6 Qf3 Qxf3 Nxf3 d6 Nc3 c6 d3 f6 d4 b5 Bb3 Ne7 dxe5 dxe5 Be3 h6 Bc5 Nd7 Bxe7 Bxe7 a3 Ba6 O-O-O Nc5 Be6 Nxe4 Nxe4 Rd8 Rxd8+ Kxd8 Rd1+ Kc7 Rd7+ Kb6 Rxe7 f5 Nxe5 fxe4 Nxg6 Rd8 b4 c5 Bf5 cxb4 axb4 Rd5 Bxe4 Rd4 Re6+ Kc7 c3 Bc8 Rc6+ Kd7 cxd4 Bb7 Rf6 Bxe4 Nf8+ Ke7 Rf4 Bxg2 Ng6+ Ke6 Kd2 Bc6 Ke3 Kd5 Ne7+ Kd6 Nxc6 Kxc6 Rf6+ Kd5 Rxh6 Kc4 Ra6 Kxb4 Rxa7 Kc4 h4 b4 h5 b3 Rb7 Kc3 h6 b2 h7 Kc2 Rxb2+ Kxb2 h8=Q Kc3 f4 Kb4 f5 Kb5 Qe8+ Kc4 f6 Kc3 f7 Kc4 f8=R Kc3 Qc8+ Kb4 Rd8 Kb5 Qd7+ Kc4 Qc8+ Kb5 Qd7+ Kc4 Rc8+ Kb4 Qb7+ Ka5 Ra8#,"{30003,30003,29923,29715,29563,29459,29387,19683,27923,19587,27187,19411,26483,19179,24947,18875,24411,17691,24187,17603,23595,17131,22603,16603,21539,16603,20675,16115,20411,15859,19699,15459,19371,14787,19107,14787,19019,14659,18403,14459,18195,13875,17259,13659,15115,13291,14243,12875,13099,12515,12771,11971,12331,11459,12019,10867,11235,10379,10923,9795,9955,9491,8467,9275,7755,9155,7531,8907,6363,8483,6019,7859,5387,7603,5107,7347,4979,7347,4699,7203,4651,7139,4243,7043,4163,6947,3995,6875,3915,6835,3859,6731,3451,6643,3019,6483,2819,6355,2579,6355,2435,6355,2387,6275,2291,6275,2227,6275,2195,6195,2075,6139,2035,5955,1971,5891,1795,5771,1715,5643,1675,5523,1627,5411,1571,5145,1427}"
13013,9cb0TZRw,white,Drac25,samuelprior0,win,mate,988,1122,-134,standard,blitz,blitz,300,0,5+0,lichess.org,27.0,-1.82,,,23/07/25 14:35,2025-07-23 17:43:48.927+00,470.92,B10,Caro-Kann Defense: Hillbilly Attack,Caro-Kann Defense,3,8,9542,7.87,,,,,-28,4909,10.04,,,,,53,27,e4 c6 Bc4 d5 exd5 cxd5 Bb5+ Bd7 Nc3 Bxb5 Nxb5 a6 Nd4 e6 d3 Nf6 f3 Bc5 c3 e5 Nf5 O-O Ne2 Nc6 Bg5 Re8 d4 exd4 cxd4 Bb4+ Kf1 h6 Bh4 Ne7 Bxf6 gxf6 Nxh6+ Kg7 Ng4 Ng6 a3 Ba5 b4 Bb6 Qd2 Rc8 Qh6+ Kg8 g3 Qe7 Kg1 Qxe2 Nxf6#,"{30003,30003,29699,29883,29531,29851,29347,29667,29083,28715,28907,28715,28515,28291,28379,27931,27715,27211,27323,26475,26603,25107,25947,24019,25747,23283,25187,22275,25043,19579,22107,17675,21859,14907,20275,13571,20099,13211,19187,12139,17995,11539,17491,10347,17251,9611,16859,9195,11899,5635,9691,4909,9542}"
13014,fDzycnLe,white,Drac25,JANEK_III,win,mate,983,985,-2,standard,blitz,blitz,300,0,5+0,lichess.org,,,,,23/07/25 14:35,2025-07-23 17:35:48.589+00,16.254,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,5,29313,1.73,,,,,-6,29483,1.73,,,,,9,5,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nd4 Qxf7#,"{30003,30003,29907,29851,29859,29579,29691,29483,29313}"
13015,QDrJbmf4,white,Drac25,Ec-D,loss,resign,987,1070,-83,standard,blitz,blitz,300,0,5+0,lichess.org,18.0,-0.34,,,23/07/25 14:33,2025-07-23 17:35:22.323+00,96.565,C20,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,3,-4,24659,3.34,,,,,4,26392,2.41,,,,,32,16,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bg7 d3 O-O Bg5 h6 Bxf6 Qxf6 Qxf6 Bxf6 Nf3 d6 d4 exd4 cxd4 Nxd4 Nxd4 Bxd4 O-O Bxb2 Bd5 Bxa1 Nd2 Be5,"{30003,30003,29939,29755,29883,29699,29811,29667,29515,29443,29371,29331,29115,28899,28963,28731,28779,28651,27939,28499,27779,28251,27627,28115,27227,27971,25763,27155,25259,26683,24891,26392,24659}"
13016,djA6MMlq,white,Drac25,Jaime_dlcrz,loss,resign,992,1040,-48,standard,blitz,blitz,300,0,5+0,lichess.org,17.0,-6.75,,,23/07/25 14:32,2025-07-23 17:33:30.896+00,88.887,D01,Rapport-Jobava System,Rapport-Jobava System,5,-5,25196,5.34,,,,,5,26102,4.88,,,,,18,9,d4 d5 Nc3 Nf6 Bf4 Nc6 Nb5 e5 Bxe5 Nxe5 dxe5 Ne4 Qxd5 c6 Nd6+ Nxd6 exd6 cxd5,"{30003,30003,29915,29755,29827,29539,29235,28875,28595,28163,28475,27931,28139,27091,26059,26659,25875,26102,25196}"
13017,B9L4gLsQ,black,Drac25,SmaRT99,win,mate,986,968,18,standard,blitz,blitz,300,0,5+0,lichess.org,33.0,3.71,,,23/07/25 14:26,2025-07-23 17:31:28.893+00,316.162,C64,Ruy Lopez: Classical Variation,Ruy Lopez,6,6,17014,5.2,,,,,-5,13049,6.78,,,,,52,26,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 bxc6 Nxe5 d6 Nf3 Bb7 d4 Bb4+ c3 Ba5 b4 Bb6 d5 cxd5 exd5 Bxd5 Qxd5 Nf6 Qc6+ Nd7 O-O O-O Qe4 Nf6 Qd3 d5 h4 c6 h5 Nxh5 Ng5 g6 Re1 f6 Ne6 Qd6 Nxf8 Rxf8 Bh6 Bc7 Bxf8 Qh2+ Kf1 Nf4 Qg3 Qh1#,"{30003,30003,29931,29763,29875,29419,29499,28931,29395,28451,28787,28363,28307,28035,27979,27939,27843,27587,26771,27395,26579,26931,26331,26355,24539,25851,23227,25683,22139,25507,21803,23075,21587,22883,21467,22547,20835,20091,19955,19107,19179,18291,17555,18099,17283,17779,16755,17571,16411,17291,13049,17014}"
13018,Yt8zvyyB,black,Drac25,ezliken,loss,mate,992,981,11,standard,blitz,blitz,300,0,5+0,lichess.org,20.0,0.99,38.0,,23/07/25 14:17,2025-07-23 17:25:52.774+00,525.768,C50,Italian Game: Anti-Fried Liver Defense,Italian Game,6,-6,3574,5.87,,,,,6,7338,4.93,,,,,93,47,e4 e5 Bc4 Nc6 Nf3 h6 O-O Bc5 Ne1 Qg5 Nd3 Nge7 b3 d6 Nxc5 dxc5 d3 Qf6 Bb2 Be6 Bb5 a6 Bxc6+ Nxc6 Nd2 Nd4 Nc4 b5 Na5 b4 Nc4 Bxc4 dxc4 O-O Re1 Rad8 Bxd4 Rxd4 Qf3 Rd7 Qxf6 gxf6 Re3 Kh7 Rf3 Rd6 h4 Rg8 g3 Kg6 Kg2 Kh5 Rh1 Rg4 Rf5+ Kg6 h5+ Kh7 f3 Rg5 Rh4 Rd2+ Kh3 Rxc2 Rxf6 Kg7 Rc6 Rxa2 Rg4 Ra1 Rxg5+ hxg5 Kg4 a5 Rxc5 a4 bxa4 Rxa4 Rxe5 b3 Rb5 Rxc4 Rxb3 c5 Kxg5 f6+ Kf5 Rc1 Rb7+ Kh6 Kxf6 Kxh5 Rh7#,"{30003,30003,29931,29867,29843,29803,29763,29595,29027,27979,28491,27587,28267,26187,26835,25619,26707,25019,26379,24507,25635,24243,24139,24027,23699,23835,22987,21931,21275,19371,20051,19187,19963,18491,19899,18067,16347,17763,16283,16475,16107,16331,15755,15603,15443,15443,15291,15227,14987,14643,14643,13931,14555,13595,14307,13179,14211,12955,13259,12555,11019,11603,10595,10923,10315,9283,9475,8603,9387,8003,9275,7827,8939,7051,8875,6787,8787,6659,8595,6515,8507,5371,8283,5283,8051,4907,7819,4523,7627,3699,7403,3574,7338}"
13019,RHncXDiZ,white,Drac25,agabawalter,loss,timeout,1000,883,117,standard,blitz,blitz,300,0,5+0,lichess.org,20.0,-0.25,,,22/07/25 15:28,2025-07-22 18:32:58.398+00,251.701,B00,Pirc Defense,Pirc Defense,2,-8,11999,7.83,,,,,7,17707,5.59,,,,,46,23,e4 d6 Bc4 e6 Nf3 Qd7 d3 Nc6 a3 Nf6 Bg5 d5 Bxf6 gxf6 exd5 exd5 Qe2+ Qe7 Qxe7+ Nxe7 Bxd5 Nxd5 O-O Bc5 Re1+ Be6 d4 Bd6 c4 Nb6 d5 O-O dxe6 fxe6 Rc1 e5 c5 Nd5 cxd6 cxd6 Nc3 Nf4 Rd1 Rfd8 Nd5 Ne2+,"{30003,30003,29563,29755,29107,29379,28915,29091,28435,28883,28075,28451,27819,28171,27507,28003,27371,27523,27091,27371,26923,27227,26779,26587,25587,26299,24739,25171,24531,24667,24315,23699,24027,23411,23163,22699,22995,20955,22323,20755,21987,20419,20731,19235,19275,17707,11999}"
13020,cvourlG1,black,Drac25,agabawalter,win,mate,996,887,109,standard,blitz,blitz,300,0,5+0,lichess.org,30.0,-9.13,,,22/07/25 15:22,2025-07-22 18:28:37.338+00,395.937,A00,Van't Kruijs Opening,Van't Kruijs Opening,1,4,8270,10.35,,,,,-4,13877,7.68,,,,,44,22,e3 e5 Bc4 d5 Bb3 Be6 Qf3 e4 Qf4 Bd6 Qxf7+ Bxf7 d3 Nc6 c4 Nb4 Kd2 dxc4 Bxc4 Bxc4 dxc4 Nd3 f3 Bc5 b3 exf3 Nxf3 Nf2+ Nd4 Nxh1 Bb2 Nf6 Nc3 Nf2 Ke2 Rf8 Ne6 Qd3+ Kxf2 Qxe3+ Kf1 Ne4+ Nxf8 Nd2#,"{30003,30003,29827,29723,29539,29027,28979,28355,27995,27659,23435,27187,23059,25763,22923,25107,22555,24923,22283,23651,22107,21819,21507,17803,21035,17371,20299,16987,18899,16643,18651,15811,18459,15555,17699,13939,17171,12659,16883,9675,15907,9131,13877,8270}"
13021,6BJQvkq8,white,Drac25,renato46,loss,resign,1003,915,88,standard,blitz,blitz,300,3,5+3,lichess.org,25.0,-2.33,51.0,,21/07/25 22:46,2025-07-22 01:57:56.917+00,677.387,B20,Sicilian Defense,Sicilian Defense,2,-7,8279,5.43,,,,,8,8376,5.55,,,,,80,40,e4 c5 Qh5 b6 Bc4 g6 Qf3 e6 d3 Nc6 c3 Ne5 Qd1 Bg7 Nf3 Nxc4 dxc4 Bb7 Qe2 Nf6 Nbd2 Qb8 e5 Bxf3 Qxf3 Qxe5+ Qe3 Qxe3+ fxe3 O-O O-O d5 cxd5 exd5 Nf3 Rae8 Bd2 Ne4 Bc1 Rd8 g3 Nd6 Re1 Rfe8 Rb1 Nf5 e4 dxe4 Nh4 Nxh4 gxh4 Bf6 Bg5 Bxg5 hxg5 Re5 Kh1 Rde8 Re3 Rxg5 Rbe1 Rg4 h3 Rh4 Kh2 f5 Rg3 c4 Rg5 b5 Kg3 Rh5 Rxh5 gxh5 Kf4 Rf8 Rg1+ Kh8 Kg5 Rg8+,"{30003,30003,30147,29915,30067,29779,30187,29379,29787,29307,29803,29443,29355,27523,29147,27499,29051,26779,26691,24731,26355,22291,25707,21019,25491,20467,24403,20203,24475,19667,23931,19219,23971,19155,23955,17883,20715,17499,19627,15467,17755,13907,16771,13051,16051,13251,15747,13347,15459,12723,15627,12419,13603,12403,13747,12019,12955,11715,12835,11811,12979,11387,11923,10771,11963,10291,10315,9051,10339,8955,9995,8363,9067,8411,9275,8403,9475,8435,9651,8376,8279}"
13022,tbDMOhXX,black,Drac25,renato46,win,outoftime,998,920,78,standard,blitz,blitz,300,3,5+3,lichess.org,17.0,0.15,42.0,,21/07/25 22:31,2025-07-22 01:46:20.611+00,891.663,D40,Queen's Gambit Declined: Semi-Tarrasch Defense,Queen's Gambit Declined,8,5,16533,1.9,,,,,-5,0,4.17,,,,,144,72,d4 d5 c4 Nf6 Nc3 e6 Nf3 c5 e3 dxc4 Bxc4 cxd4 Qxd4 Qxd4 Nxd4 Bb4 Bd2 O-O a3 Ba5 b4 Bb6 Na4 Bxd4 exd4 Ne4 Be3 Bd7 Nc5 Nxc5 bxc5 Nc6 Rb1 b6 cxb6 axb6 Rxb6 Na5 Ba2 Rab8 Rxb8 Rxb8 O-O h6 Rb1 Rxb1+ Bxb1 Bc6 Bd2 Nc4 Bb4 Bd5 f3 Ne3 a4 Bc4 a5 Nd5 Bc5 Ba6 Bb6 Nc3 Be4 Nxe4 fxe4 Kf8 e5 f6 exf6 gxf6 Bd8 f5 Kf2 Ke8 Bf6 Kd7 Bg7 Kc6 Bxh6 Kd5 Be3 Kc4 Ke2 Kb5 Bd2 Kc4 Ke3 Kd5 h4 e5 dxe5 Kxe5 Bc3+ Ke6 h5 Kf7 Kf4 Bd3 Be5 Kg8 Ke3 Bf1 g3 Kh7 Kf4 Bd3 Ke3 Bf1 Kf4 Bd3 g4 fxg4 Kxg4 Be2+ Kg5 Ba6 h6 Bb5 Bf6 Ba6 Bd8 Bd3 Bb6 Be2 Kf4 Kxh6 Ke3 Bf1 Kf2 Ba6 Kf3 Kg6 Kf4 Kf6 Bd8+ Ke6 Ke4 Kd6 Kd4 Kc6 Kc3 Kb5 Kd4 Kc6,"{30003,30003,30147,29955,30171,29379,30275,29491,30243,29387,30323,29459,29795,29307,29859,29299,29779,29179,29843,29083,29851,29051,28835,29051,28715,29107,28555,29243,28347,27563,27835,27411,27123,27515,27051,27699,25283,25803,23827,25531,23883,25667,23963,25579,23515,25395,23587,24395,22379,23131,21147,22675,20147,22251,17763,21499,16923,21195,16475,21027,15275,20275,14987,19403,14875,19563,13731,19563,13723,19555,12875,19227,12283,19459,11683,19523,11627,19715,11747,19819,11851,19723,11091,19811,11115,19771,11187,19595,11139,19395,10475,19339,9659,18915,9827,19083,9707,18483,9267,18315,8987,17939,9067,17579,9203,17563,7611,16787,6899,16427,5787,16451,5891,16515,5523,16083,4779,15939,4187,16075,3795,15987,3299,16059,2683,16107,2771,15971,2907,16083,2371,16163,2475,16051,2171,16067,1523,15995,1683,16227,1123,16363,391,16533,0}"
13023,inq5j5Ow,black,Drac25,nkcrr,win,mate,993,978,15,standard,blitz,blitz,300,3,5+3,lichess.org,22.0,-1.26,80.0,,21/07/25 22:16,2025-07-22 01:31:05.282+00,879.668,C20,King's Pawn Game: Napoleon Attack,King's Pawn Game,3,5,3022,5.0,,,,,-5,4278,4.76,,,,,110,55,e4 e5 Qf3 Nc6 c3 Bc5 a3 d6 h3 h6 d3 Nf6 Be2 Be6 b4 Bb6 a4 a6 a5 Ba7 Na3 d5 exd5 Bxd5 Qg3 Bb8 b5 Nxa5 Qxe5+ Be6 b6 cxb6 Qe3 O-O d4 Nb3 Rb1 Nxc1 Rxc1 b5 Nc2 Ba7 Qf3 Bd5 Qg3 Ne4 Qe3 Bb8 Nb4 a5 Nxd5 Qxd5 Bd3 Re8 Ne2 Ba7 Nf4 Qc6 O-O Nxc3 Be4 Qxe4 Qxc3 Qxf4 Qxa5 Qxd4 Qxb5 Qb6 Qd3 Rad8 Qa3 Qa6 Qf3 Qf6 Qa3 Bd4 Rcd1 Bb6 Rd3 Rxd3 Qxd3 Bd8 Qa3 Be7 Qa7 Qg6 Qxb7 Bf6 Qf3 Qe4 Qg3 Qg6 Qa3 Rf8 Qa6 Bd4 Qd3 Re8 Rd1 Qxd3 Rxd3 Bf6 Rb3 Be5 Rb5 f6 Rb7 Rd8 Rb5 Rd1#,"{30003,30003,30115,29675,30267,29299,30315,29059,30451,28275,30363,27203,30067,26315,30043,26043,30131,25347,30259,25427,30363,24691,27427,24587,27539,23603,26059,22779,25075,22339,24363,21979,23523,21443,22115,21019,22123,20451,22219,18963,22243,19067,21907,18907,18875,19035,16923,16747,16435,12963,16283,13115,16451,9915,15155,9211,14595,8131,12595,7459,9147,5523,4211,5339,2243,4803,1803,2899,1619,2731,1699,2779,1835,2883,1955,2787,1955,2659,2075,2779,2243,2699,2403,2787,2571,2563,2763,2659,2827,2579,2923,2667,3075,2731,3251,2675,3379,2619,3539,2723,3683,2947,3771,3131,3947,3251,4099,3147,4278,3022}"
13024,nGVIClyD,black,Drac25,SantosSkibidi,win,resign,987,1010,-23,standard,blitz,blitz,300,3,5+3,lichess.org,18.0,-8.16,,,21/07/25 22:14,2025-07-22 01:15:57.682+00,78.255,C50,Italian Game: Anti-Fried Liver Defense,Italian Game,6,6,30120,-0.15,,,,,-19,27680,2.58,,,,,18,9,e4 e5 Nf3 Nc6 Bc4 h6 Bxf7+ Kxf7 Nxe5+ Nxe5 Qh5+ Ng6 Qf5+ Nf6 e5 d6 exf6 Bxf5,"{30003,30003,30203,30107,30363,30267,30171,30027,30315,30163,30347,30379,30203,30227,28779,30059,27915,30120,27680}"
13025,7n8xB28Z,white,Drac25,Sandysaturday,loss,outoftime,992,1010,-18,standard,blitz,blitz,300,0,5+0,lichess.org,30.0,5.75,60.0,,21/07/25 22:01,2025-07-22 01:11:31.582+00,588.894,B00,Owen Defense,Owen Defense,2,-5,0,9.38,,,,,6,3490,8.55,,,,,64,32,e4 b6 Nc3 Bb7 Be2 d5 e5 d4 Bf3 Bxf3 Qxf3 c6 Nce2 Nd7 Qxc6 Rc8 Qb5 Rxc2 Nxd4 Rc5 Qa4 Rxe5+ Nge2 e6 O-O Bc5 Nc6 Qa8 Nxe5 Nf6 Nxd7 Nxd7 d4 b5 Qxb5 Bd6 Bf4 Bxf4 Nxf4 Qd8 Rae1 O-O Qd3 g6 Nh3 Nf6 f3 Qd6 Nf2 Qd5 Ng4 Qg5 Qe2 Nd5 Ne5 Nf4 Qf2 f6 Qg3 Qxg3 hxg3 fxe5 gxf4 Rxf4,"{30003,30003,28299,29867,28227,29715,27795,29323,26595,28259,26443,26955,22899,26147,22387,24859,21811,24379,21395,22795,20467,22331,19915,21875,18875,20875,17747,19851,16483,19219,15651,19067,15091,17867,14259,16451,12771,16043,12307,15555,11555,15283,8635,14971,7939,14083,7363,12899,6019,10283,4883,8643,1963,6619,1443,5827,900,5035,627,4035,411,3635,103,3490,0}"
